Season,Primary Category,Secondary Category,ActivityName,Description,ActivityNumber,Ages,Location,Address,City,State,Zip,Activity Facility,Start Date,End Date,Start Time,End Time,Sessions,Days of the Week,Fee,Status,Address/Location
Spring 2019,Aquatics,Parent-Assisted Swim Lessons,Pre-School,"Designed for children 3-5 years of age. Basic water adjustment continues, but simple water skills are now emphasized. Infants/children who are not toilet trained MUST wear a swim diaper and separate rubber/vinyl pants. An adult must accompany EACH student in the water. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63650,At least 3 but less than 6,Martin Luther King Jr. Swim Center,1201 Jackson Road,Silver Spring,MD,20904,MLK Leisure Pool 2 at Martin Luther King Jr. Swim Center,3/3/2019,4/14/2019,12:00:00 PM,12:30:00 PM,6,S,58,Open,"1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
Spring 2019,Sports,Gymnastics,Gymnastics,"This class will introduce students to tumbling, balance beam, bar and trampoline skills. Children will develop strength, coordination, flexibility, mental processing and self-confidence.",63586,At least 4 1/2 but less than 6 1/2,Dobre Gymnastics,9168 Gaither Road,Gaithersburg,MD,20877,Dobre Compulsory Exercise Area 2 at Dobre Gymnastics,4/5/2019,5/17/2019,4:30:00 PM,5:15:00 PM,6,F,165,Open,"9168 Gaither Road
Gaithersburg, MD 20877
(39.117567, -77.18932)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 3,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who can already swim a combined stroke on their front and back, using a kick and arm stroke for a minimum of 5 yards. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63253,At least 4 but less than 7,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 4 at Kennedy Shriver Aquatic Center,4/9/2019,5/14/2019,4:10:00 PM,4:40:00 PM,6,T,65,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 2,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who are already water adjusted.  Students must be able to submerge for 3 seconds and float on their front and back without support.  Please read the course  descriptions carefully. Select the course  level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the  student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate  their needs. THERE ARE NO MAKE-UPS OR  REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class  size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool  if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63630,At least 4 but less than 7,Martin Luther King Jr. Swim Center,1201 Jackson Road,Silver Spring,MD,20904,MLK Leisure Pool 3 at Martin Luther King Jr. Swim Center,3/3/2019,4/14/2019,10:00:00 AM,10:30:00 AM,6,S,65,Open,"1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
Spring 2019,Dance,Playtime & Movement for Tots,Toddler and Me Dance,"Music, movement, balance and basic dance steps are introduced in a fun, friendly and positive manner. This class includes a parent or loved one participating in the class along with the little dancer. Our teachers will keep the music and curriculum moving along while parents take an active role in encouraging, supporting and keeping the little dancer on track.",63117,At least 1 1/2 but less than 4,Nancy H. Dacek North Potomac Community Rec Center,13850 Travilah Road,Rockville,MD,20850,N Potomac CRC Studio at Nancy H. Dacek North Potomac Community Rec Center,4/4/2019,5/30/2019,11:00:00 AM,11:45:00 AM,8,Th,144,Open,"13850 Travilah Road
Rockville, MD 20850
(39.082916, -77.232348)"
Spring 2019,Aquatics,Developmental Swim,Montgomery Stroke and Turn Clinic,"The Montgomery Stroke and Turn Clinic has served the swimming community for over 22 years. MSTC is designed for swimmers who wish to improve their ability to swim the four competitive strokes, learn correct starts and turns, gain strength and have fun. This is not a training program, but coaches will work on proper stroke mechanics and techniques to prepare swimmers for the upcoming summer season. Swimmers must be able to swim 25 yards or 25 meters without stopping. Program meets for 22 sessions.  There will be no clinic on Dec 23, Dec 30, Feb 3, Apr 21 and five other Sundays which will be announced at the first session.Please visit www.mstcswim.com for more information.",52035,At least 5 but less than 19,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC  Main Pool at Olney Swim Center,10/21/2018,5/19/2019,7:00:00 PM,7:55:00 PM,22,S,400,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Dance,Hip Hop,Hippo Hoppo,"This class is perfect for introducing your little one to hip-hop. Using games and music, the class focuses on rhythm, musicality and basic footwork. We only use age-appropriate music and hip-hop dance moves to create a love for dance. No dance experience is necessary.",63406,At least 3 but less than 6,Potomac Community Recreation Center,11315 Falls Road,Potomac,MD,20854,Potomac Multi Purpose Room at Potomac Community Recreation Center,5/9/2019,5/23/2019,6:00:00 PM,6:45:00 PM,3,Th,29,Open,"11315 Falls Road
Potomac, MD 20854
(39.041226, -77.19248)"
Spring 2019,Arts & Crafts,Pottery,Pottery at Sligo,"Explore hand building, wheel-throwing and glazing techniques by using mid-range stoneware (cone 6) with the instructor?s guidance. A fully equipped studio affords you the opportunity to work toward your own creative goals. All artists have access to a potter's wheel. Material fee due at first session. All ability levels welcome.",63745,16 and up,Sligo Creek Elementary School,500 Schuyler Road,Silver Spring,MD,20910,Sligo Creek ES - Ceramics Studio at Sligo Creek Elementary School,4/16/2019,5/28/2019,7:00:00 PM,10:00:00 PM,7,T,168,Open,"500 Schuyler Road
Silver Spring, MD 20910
(39.001247, -77.015927)"
Spring 2019,Fitness,Aerobic Dance,Fiesta Fit,A fun calorie burning dance and fitness workout. consist of a full body workout through dancing and toning routines. Focus on making it fun and positive so you feel relax and happy For more information contact Fiesta Sisters at: 301-312-0302 or info@fiestafitdance.com Beginner and intermediate levels.,62915,16 and up,Veirs Mill Local Park,4425 Garrett Park Road,Wheaton,MD,20906,Veirs Mill LP PAB at Veirs Mill Local Park,4/4/2019,6/13/2019,6:15:00 PM,7:15:00 PM,10,Th,80,Open,"4425 Garrett Park Road
Wheaton, MD 20906
(39.041726, -77.087343)"
Spring 2019,Fitness,Playtime & Movement for Tots,Funfit Tots 11mons to 2yr,"A high-energy exercise class for children and adults to work out together with songs, stories, parachutes, games, balls, music and more. Students develop motor skills, coordination, socialization and cooperation while reinforcing cognitive development. Child must be walking. Adult participation required. $5 material fee due at first session.",62919,At least 11m  but less than 3,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Community Room at Bauer Drive Community Recreation Center,4/2/2019,5/21/2019,9:30:00 AM,10:15:00 AM,8,T,109,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 2,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front and back without support. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63837,At least 4 but less than 7,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Leisure Pool 3 at Olney Swim Center,4/27/2019,6/8/2019,11:50:00 AM,12:20:00 PM,6,Sa,65,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Aquatics,Youth Swim Lessons,Youth Level 5,"Designed for children at least 7 years old. This class is for students who can swim 1 length of front and back crawl, 15 yards of elementary backstroke in good form, tread water, and dive into and swim in deep water. Please read the course descriptions carefully.  Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs.  THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions.  Class size is limited to 10 students. Screening is available to evaluate the student's abilities  at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63957,At least 7 but less than 15,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Main Pool Shallow Lane 2 at Olney Swim Center,2/23/2019,4/6/2019,12:30:00 PM,1:00:00 PM,6,Sa,58,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 3,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who can already swim a combined stroke on their front and back, using a kick and arm stroke for a minimum of 5 yards. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63863,At least 4 but less than 7,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Leisure Pool 3 at Olney Swim Center,4/28/2019,6/9/2019,10:30:00 AM,11:00:00 AM,6,S,65,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
